,title
536,U.S. consumer finance agency official sues to stop Trump appointment
537,Succession battle at U.S. financial agency seen headed to courts
538,Justice Department says White House may name new consumer watchdog
539,"In Thanksgiving message, Trump hails military gains and 'big, beautiful, fat tax cuts'"
540,"Trump names interim consumer agency head, likely sparking showdown"
541,Trump names White House budget director Mulvaney acting head of consumer agency
542,"Flynn could prove to be key asset in Mueller's U.S. campaign probe, sources say"
543,Trump to discuss tax plan with Senate Republicans next week:
544,"Flynn's lawyers cut talks with Trump team, signaling Mueller cooperation:"
545,Jeff Sessions orders review of gun background check system
546,JPMorgan's Dimon says Trump likely to be a one-term president
547,U.S. Senate candidate Moore's spokesman resigns as allegations roil campaign
548,Trump to meet congressional leaders next week on legislative issues -White House
549,U.S. calls Myanmar moves against Rohingya 'ethnic cleansing'
550,Trump defends Senate candidate Moore despite misconduct allegations
551,Sign-up pace slows in third week of 2018 Obamacare enrollment
552,U.S. hopes to pressure Myanmar to permit Rohingya repatriation
553,"In Trump strongholds, Democrats walk tightrope ahead of 2018 elections"
554,Trump: Father of UCLA player in shoplifting case is 'ungrateful fool'
555,"Democrats, advocacy groups launch blitz of ads attacking tax plan"
556,Haitians in U.S. malign Trump decision to send them back home
557,FCC chief plans to ditch U.S. 'net neutrality' rules
558,House ethics panel investigating allegations against U.S. Rep. Conyers
559,U.S. diplomats accuse Tillerson of breaking child soldiers law
560,Trump says AT&T plan to buy Time Warner 'not a good deal'
561,U.S. House ethics panel investigating allegations against Rep. Conyers
562,Any Trump NAFTA withdrawal faces stiff court challenge:
563,AT&T lawyer says U.S. effort to stop Time Warner deal 'foolish':
564,New judge assigned to U.S. lawsuit against AT&T-Time Warner deal
565,Trump pardons turkey in annual Thanksgiving tradition
566,New York Attorney General investigating false 'net neutrality' comments to FCC
567,"Trump and Putin speak for an hour about Syria, Ukraine, North Korea"
568,U.S. border officials violated court orders on travel ban:
569,U.S. charges two with bribing African officials for China energy firm
570,Doubts linger after Florida's Scott pitches biggest budget
571,"Putin, Trump to discuss North Korea on Tuesday: IFX cites Kremlin aide"
572,U.S. Congress members decry 'ethnic cleansing' in Myanmar; Suu Kyi doubts allegations
573,White House asks Supreme Court to allow full travel ban
574,U.S. to end protected status for Haitians in July 2019
575,"Myanmar operation against Rohingya has 'hallmarks of ethnic cleansing', U.S. Congress members say"
576,U.S. judge in California blocks Trump's order on sanctuary cities
577,White House wants Republican in Alabama Senate seat for tax bill vote:
578,White House promises welfare overhaul details early next year
579,U.S. senators seek details on 'dubious' oversight shift by Japanese bank
580,"Trump: Healthcare, infrastructure, welfare reforms up next after taxes"
581,U.S. patent review board becomes conservative target
582,"Contrary to Trump Tweet, Senator Flake still undecided on tax bill"
583,Bipartisan Harvard panel recommends hacking safeguards for elections
584,Trump open to dropping healthcare provision in Senate tax bill:
585,Obamacare mandate in U.S. Senate tax plan not bargaining chip:
586,White House OK with removing Obamacare mandate repeal from Senate tax bill
587,U.S. nuclear general says would resist 'illegal' Trump strike order
588,Cuban businesswomen seek Rubio meeting as U.S. policy bites
589,Trump adds five conservatives to list of possible Supreme Court picks
590,"White House seeks $44 billion hurricane aid, far short of requests"
591,Pro-trade Republicans get nervous that NAFTA talks could fail
592,Alabama Senate election winner due to be certified in late December
593,Trump starts paying his own legal bills on Russia probe:
594,U.S. Senate candidate Moore's wife says 'he will not step down'
595,U.S. lawmakers seek more information from Trump son-in-law Kushner in Russia probe
596,Pass-through businesses to see cuts under tax plan:
597,"U.S. towns, cities fear taxpayer revolt if Republicans kill deduction"
598,Tax overhaul drama moves to Senate as House approves its bill
599,"Woman accuses Senator Al Franken of unwanted groping, kiss"
600,Trump says U.S. Senate candidate Moore should leave race if allegations true
601,Gulf carriers may be in focus under foreign airline U.S. tax exemption cut
602,McCain warns Trump over staffing Pentagon with industry insiders
603,U.S. Interior Secretary fails to provide papers in travel probe:
604,Senate quickens pace of approving Trump judicial picks
605,Two more women accuse Senate candidate Moore of sexual misconduct
606,Trump believes Roy Moore should step aside if allegations are true -White House
607,Alabama Republican Party stands by U.S. Senate candidate Moore
608,U.S. House Democrats join growing congressional concern about State Dept
609,Trump to announce terrorism list decision on North Korea next week:
610,U.S. Congress to seek new tax incentives for Puerto Rico rebuilding
611,"Senate sends $700 billion defense bill to Trump, funding uncertain"
612,"FCC to loosen TV, newspaper ownership rules"
613,Former Trump campaign adviser delivers 'irrelevant' documents to congressional committees
614,"Mattis sees opportunity for talks if North Korea halts missile tests, development"
615,Trump acknowledges thanks from UCLA players released from China
616,Republican senator: Tax plan needs more relief for pass-through businesses
617,Moderate Collins back in prominent role in Senate tax drama
618,Two Senate Republicans critical of party's tax plan
619,U.S. tax reform poses more risks for state and local governments
620,Republicans press U.S.-Russia uranium deal probe despite no wrongdoing findings
621,Trump to tap nuclear industry lobbyist for U.S. Energy Dept job
622,More worries in Congress over cuts at U.S. State Department
623,Senate drops proposal to change taxes on startup stock options
624,Republican Senator Johnson opposes Senate tax proposal:
625,U.S. attorney general to meet with House intelligence panel
626,U.S. Justice Dept eyes spring to release findings on FBI handling of Clinton email probe
627,U.S. tax panel chair sees support for Obamacare mandate repeal in tax bill
628,Trump administration releases rules on disclosing cyber flaws
629,House could pass tax reform if Senate adds health mandate repeal:
630,U.S. Congress urged to require Chinese journalists to register as agents
631,Senate Republicans tie tax plan to repeal of key Obamacare mandate
632,Senate leaders look to work with White House to block Moore
633,U.S. small business community pushes Congress on bank lending relief:
634,Jane Goodall urges U.S. Senate to halt quest for Arctic refuge oil
635,U.S. tax bill should include repeal of health insurance mandate: Senate Republican leader
636,Sessions changes statement about Trump campaign and Russia
637,"U.S. women lawmakers on sex harassment: Congress, heal thyself"
638,Senate approves Trump administration job for author of 'torture' memos
639,"House backs $700 billion defense policy bill, funding uncertain"
640,Republican National Committee cuts ties with Moore:
641,Q&A: Did Sessions break the law by denying knowledge of Russia contacts?
642,McConnell says Senate leaders looking at all options on Moore
643,Senate Republicans ask Moore to withdraw as new accuser steps forward
644,Senate committee questions Trump's nuclear authority
645,Republican Senator Paul to seek Senate tax plan changes
646,Sessions: 'no reason to doubt' Roy Moore's accusers
647,Duterte berates Canada's Trudeau at end of Philippines summit
648,"White House eyeing El-Erian, others for Fed vice chair: CNBC, citing Dow Jones"
649,Attorney General Sessions says now recalls meeting flagged in Russia probe
650,Senators blast State Department over cuts
651,House speaker: May need a temporary bill to fund government past Dec. 8
652,Gala glitz masks Asia's tensions as Trump winds up tour
653,"A year after Trump's election, coal's future remains bleak"
654,"Trump skips East Asia leaders Summit, sends Tillerson instead"
655,Sessions looking into special counsel for Clinton issues:
656,Silicon Valley blasts Senate proposal to tax startup options
657,Senator Rand Paul returns to work after being tackled while mowing lawn
658,Senate approves Trump Transportation Department nominee
659,"Risks ahead for U.S. tax push as disputes linger, Trump returns"
660,Trump taps ex-pharma executive Azar as U.S. health secretary
661,Republicans confident of passing House tax bill:
662,Trump to meet with U.S. Republicans Thursday about taxes: House
663,Jurors in U.S. Senator's bribery trial told to keep talking
664,Supreme Court to hear Minnesota voter apparel law challenge
665,House Democrats seek probe of FCC chairman's treatment of Sinclair
666,"Trump vaunts trade progress, red carpets on 'fruitful' Asia trip"
667,Former U.S. Vice President Biden leaves open door to 2020 run
668,U.S. House will reject total elimination of state and local tax deductions:
